uid,Age,Gender,Preferred Positions,Nationality,LivingIn,Experience,Languages Known,Skills,Created date,Last access
244394,23,Female,"Host/Hostess, Personal Assistant, Assistant Reservation Manager, Assistant Restaurant Manager, Customer Service, Sales Manager",Lebanon,United Arab Emirates, 4 years,"Arabic, English, French","Communication Skills, Confidence, Creativity, Flexibility, Management Skills, Marketing Skills, Organisation Skills, Self Motivated, Team Work Skills, Work Under  Pressure",06/14/2020,06/21/2020
93329,28,Male,"Waiter /Waitress, Floor Manager, Floor Supervisor, VIP Waiter/Waitress",Italy,United States,3 years,"English, Italian","Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Organisation Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",02/16/2018,06/21/2020
242654,36,Male,"Sales, Administrations, HR coordinator, Operations Manager, Sales Coordinator",United Kingdom,United Arab Emirates,10+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Leadership  Skills, Management Skills, Team Work Skills",06/10/2020,06/21/2020
239134,26,Female,"Host/Hostess, Personal Assistant, Receptionist, Assistant General Manager, Cabin Crew",Italy,Italy,5+ years,"Arabic, English, French, Italian, Spanish",,06/02/2020,06/21/2020
247318,26,Female,"Personal Assistant, Receptionist, Administrations, Customer Service, HR coordinator",Philippines,United Arab Emirates, 4 years,"English, Filipino",,06/21/2020,06/21/2020
247075,27,Male,Front Of The House Manager,Morocco,United Arab Emirates,5+ years,"Arabic, English, French",,06/20/2020,06/21/2020
244039,27,Male,"Assistant Club Manager, Bar Manager, DJ, Events Coordinator, Events Manager",United Kingdom,France,5+ years,English,"Adaptability, Confidence, Creativity, Decision Making, Interpersonal Skills, Proactive",06/13/2020,06/21/2020
246492,30,Female,"Customer Service, Events Coordinator, Marketing Coordinator, Marketing Executive",Sudan,United Arab Emirates,5+ years,"Arabic, English",,06/19/2020,06/21/2020
246538,36,Female,"Personal Assistant, Administrations, Customer Service, HR executive, HR Officer, Office Manager",United Kingdom,United Arab Emirates,10+ years,English,,06/19/2020,06/21/2020
157328,37,Male,"Cocktail Waiter/Waitress, Sales, VIP Waiter/Waitress, Waiter /Waitress",Moldova,United Arab Emirates,5+ years,"English, Romanian, Russian",,06/25/2019,06/21/2020
240045,23,Female,"Host/Hostess, Personal Assistant, Receptionist, Customer Service",Kenya,United Arab Emirates,2 years,"English, Swahili","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Decision Making, Flexibility, Language Skills, Leadership  Skills, Marketing Skills, Organisation Skills, Persuading, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",06/04/2020,06/21/2020
237149,34,Female,Barista,Ghana,United Arab Emirates,2 years,English,,05/28/2020,06/21/2020
90195,28,Female,"Administrations, Brand ambassador, Events Coordinator, Head Host/Hostess, Host/Hostess, Personal Assistant",Netherlands,United Arab Emirates,5+ years,"Dutch, English, German","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",01/23/2018,06/21/2020
95092,29,Female,"Host/Hostess, Administrations, Head Host/Hostess, Model, Office Manager, Reservations",Russia,United Arab Emirates,5+ years,"English, Russian","Flexibility, IT Skills, Language Skills, Leadership  Skills, Management Skills, Self Motivated, Written Communication",03/05/2018,06/21/2020
77882,33,Male,"Assistant General Manager, General Manager, Restaurant Manager",Russia,United Arab Emirates,10+ years,"English, Russian","Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Team Work Skills, Time Management",10/08/2017,06/21/2020
192024,31,Male,"Bartender / Barmaid, VIP Waiter/Waitress, Waiter /Waitress",Morocco,United Arab Emirates,10+ years,"Arabic, English, French",,11/16/2019,06/21/2020
78221,30,Female,"Personal Assistant, Entertainer, Events Manager, Guest Relations Manager, Marketing Manager, Social Media Expert",Italy,United Arab Emirates,2 years,"English, Italian, Spanish","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, IT Skills, Language Skills, Management Skills, Marketing Skills, Negotiation Skills, Perseverance, Proactive, Self Motivated",10/10/2017,06/21/2020
205673,32,Female,"Host/Hostess, Receptionist, Customer Service, Head Host/Hostess",Kenya,United Arab Emirates,5+ years,"English, Swahili","Adaptability, Communication Skills, Computing Skills, Confidence, Interpersonal Skills, Work Under  Pressure, Written Communication",02/13/2020,06/21/2020
245218,28,Female,"Personal Assistant, Receptionist, Events Coordinator, HR coordinator, Promoter, Real Estate Agent",United Kingdom,United Arab Emirates,5+ years,English,,06/16/2020,06/21/2020
245343,27,Male,"Personal Assistant, Receptionist, Cabin Crew, Guest Relations Agent, Retail Sales Executive",Egypt,United Arab Emirates,5+ years,"Arabic, English","Adaptability, Communication Skills, Computing Skills, Interpersonal Skills, Negotiation Skills, Proactive, Team Work Skills, Time Management, Work Under  Pressure",06/16/2020,06/21/2020
127109,28,Female,"Assistant Restaurant Manager, Floor Manager, Front Of The House Manager, Model, Personal Assistant, Restaurant Manager",Ukraine,United Arab Emirates,5+ years,"Dutch, English, Russian, Ukrainian","Communication Skills, Confidence, Creativity, Decision Making, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",11/25/2018,06/21/2020
245607,27,Female,"Personal Assistant, Brand ambassador, Marketing Coordinator",United Kingdom,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Creativity, Decision Making, Interpersonal Skills, Problem Solving, Self Motivated, Written Communication",06/17/2020,06/21/2020
86257,32,Male,Chef,Morocco,United Arab Emirates,10+ years,"Arabic, English, French","Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",12/18/2017,06/21/2020
247118,38,Female,"Sales, Cashier, Customer Service",Kenya,United Arab Emirates,5+ years,"Arabic, English","Commercial Awareness, Communication Skills, Computing Skills, Proactive, Problem Solving, Team Work Skills, Work Under  Pressure",06/21/2020,06/21/2020
247286,29,Female,"Host/Hostess, Personal Assistant, Guest Relations Agent, Marketing Manager, Social Media Expert",Venezuela,Russia,5+ years,"English, Russian, Spanish","Communication Skills, Computing Skills, Confidence, Creativity, Organisation Skills, Work Under  Pressure",06/21/2020,06/21/2020
182743,34,Female,"Host/Hostess, Dancer",Cuba,United Arab Emirates,5+ years,"English, Spanish","Adaptability, Communication Skills, Confidence, Flexibility, Language Skills, Problem Solving, Self Motivated, Team Work Skills",10/11/2019,06/21/2020
200449,33,Male,"Waiter /Waitress, Personal Assistant, Sales, Assistant General Manager, Butler, Customer Service",United Kingdom,United Arab Emirates,10+ years,English,"Communication Skills, Computing Skills, Confidence, Flexibility, Interpersonal Skills, Leadership  Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/09/2020,06/21/2020
247288,26,Female,"Host/Hostess, Personal Assistant, Receptionist, Sales",Poland,United Arab Emirates,5+ years,"English, Polish","Adaptability, Communication Skills, Interpersonal Skills, Perseverance, Problem Solving, Self Motivated, Time Management, Work Under  Pressure, Written Communication",06/21/2020,06/21/2020
132048,29,Female,"Assistant Restaurant Manager, Cabin Crew, Door Manager, Floor Manager, Head Host/Hostess, Reservations Manager",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian",,12/29/2018,06/21/2020
247290,44,Male,Waiter /Waitress,Lebanon,United Arab Emirates,10+ years,English,Team Work Skills,06/21/2020,06/21/2020
195658,28,Female,"Host/Hostess, Waiter /Waitress, Personal Assistant, Receptionist, Customer Service, HR Officer",Philippines,United Arab Emirates, 4 years,"English, Tagalog","Computing Skills, Confidence, Creativity, Flexibility, Leadership  Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",12/04/2019,06/21/2020
114924,29,Female,"Bartender / Barmaid, Cocktail Waiter/Waitress, Host/Hostess, Receptionist, VIP Waiter/Waitress, Waiter /Waitress",Serbia,Serbia,10+ years,"Bosnian, Croatian, English, Macedonian, Serbian, Serbo-Croatian, Spanish","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",09/10/2018,06/21/2020
131949,24,Male,"Assistant Restaurant Manager, Bar Supervisor, Barista, Bartender / Barmaid, Waiter /Waitress",Albania,United Arab Emirates,3 years,"Albanian, English, Italian","Communication Skills, Computing Skills, Confidence, Leadership  Skills, Management Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",12/28/2018,06/21/2020
172473,26,Male,Bar Manager,Lebanon,United Arab Emirates,5+ years,"Arabic, English, French","Adaptability, Communication Skills, Creativity, Leadership  Skills, Management Skills, Team Work Skills, Time Management, Work Under  Pressure",08/30/2019,06/21/2020
142123,30,Female,Host/Hostess,Ukraine,United Arab Emirates,3 years,"English, Russian, Ukrainian","Communication Skills, Flexibility, Organisation Skills, Self Motivated, Team Work Skills",03/05/2019,06/21/2020
247283,30,Female,"Host/Hostess, Bartender / Barmaid, Receptionist, Administrations, Assistant Club Manager",Colombia,United Arab Emirates,10+ years,"English, Spanish","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Problem Solving, Self Motivated, Work Under  Pressure",06/21/2020,06/21/2020
200423,33,Male,"Waiter /Waitress, Receptionist, Sales, Cabin Crew, Customer Service, Floor Supervisor",Nigeria,United Arab Emirates, 4 years,"English, Igbo","Commercial Awareness, Communication Skills, Confidence, Creativity, Flexibility, Marketing Skills, Proactive",01/09/2020,06/21/2020
87748,27,Male,"Floor Supervisor, VIP Waiter/Waitress, Waiter /Waitress",India,United Arab Emirates, 4 years,English,"Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure",01/02/2018,06/21/2020
46618,25,Female,Host/Hostess,Russia,United Arab Emirates,5+ years,"English, Russian","Adaptability, Flexibility, Organisation Skills",06/28/2016,06/21/2020
242140,41,Male,"Assistant General Manager, General Manager, Operations Manager, Restaurant Manager",Lebanon,United Arab Emirates,20+ years,"Arabic, English, French",,06/09/2020,06/21/2020
171706,31,Female,"Receptionist, Administrations, Guest Relations Manager, Office Manager, Reservations Manager, Sales Manager",Uzbekistan,United Arab Emirates,5+ years,"English, Persian, Russian, Tajik, Uzbek","Communication Skills, Confidence, Decision Making, Flexibility, Language Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",08/27/2019,06/21/2020
229982,19,Female,"Host/Hostess, Waiter /Waitress, Cabin Crew, Customer Service, Promoter",South Africa,United Arab Emirates,1 year,"English, Zulu","Communication Skills, Confidence, Flexibility, Problem Solving, Self Motivated, Team Work Skills",05/06/2020,06/21/2020
178988,22,Male,"Waiter /Waitress, VIP Waiter/Waitress",Kenya,United Arab Emirates, 4 years,"English, French, Hindi, Swahili","Communication Skills, Decision Making, Flexibility, IT Skills, Language Skills, Leadership  Skills, Negotiation Skills, Proactive, Team Work Skills, Work Under  Pressure, Written Communication",09/28/2019,06/21/2020
206349,25,Male,"Bartender / Barmaid, Waiter /Waitress",Ukraine,Ukraine,2 years,"English, Russian, Ukrainian","Communication Skills, Creativity, Decision Making, Interpersonal Skills, Leadership  Skills, Marketing Skills, Proactive, Self Motivated, Team Work Skills",02/18/2020,06/21/2020
245155,38,Female,Personal Assistant,United Kingdom,United Arab Emirates,10+ years,English,"Adaptability, Computing Skills, Flexibility, Interpersonal Skills, Management Skills, Organisation Skills, Proactive, Self Motivated, Work Under  Pressure",06/16/2020,06/21/2020
244736,37,Male,"Assistant Restaurant Manager, Bar Supervisor, Cabin Crew, Floor Supervisor",India,United Arab Emirates,10+ years,"English, Hindi",,06/15/2020,06/21/2020
247250,33,Male,Events Manager,France,United Arab Emirates,10+ years,"Arabic, English, French",,06/21/2020,06/21/2020
241346,24,Female,"Personal Assistant, Receptionist, Administrations, Customer Service",Philippines,United Arab Emirates,2 years,"English, Tagalog","Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Organisation Skills, Proactive, Team Work Skills, Technical Skills, Work Under  Pressure, Written Communication",06/07/2020,06/21/2020
114227,28,Female,"Cocktail Waiter/Waitress, Waiter /Waitress",Kenya,United Arab Emirates, 4 years,English,"Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",09/08/2018,06/21/2020
28956,34,Female,"Assistant Restaurant Manager, Customer Service, Events Coordinator, Guest Relations Manager, Restaurant Manager",South Africa,United Arab Emirates,10+ years,"Afrikaans, English","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/14/2016,06/21/2020
